icao24,origin_country,velocity,geo_altitude
a4503d,United States,False,
a3a647,United States,False,
a65fae,United States,False,
a89fa3,United States,True,
a3ffeb,United States,False,
a85931,United States,False,
801785,India,False,
a0808f,United States,False,
801782,India,False,
801783,India,False,
ac379a,United States,True,
80177d,India,False,
a4634b,United States,False,
a008c5,United States,False,
a008c9,United States,True,
801799,India,False,
4cc27c,Iceland,False,
801798,India,False,
ae0ddb,United States,False,
ac247a,United States,False,
a6905d,United States,False,
ada5ee,United States,False,
8a0309,Indonesia,False,
c0104f,Canada,False,
a45091,United States,False,
c01040,Canada,False,
a9535d,United States,False,
a235b7,United States,False,
a248e6,United States,False,
c01074,Canada,False,
ab1704,United States,False,
ad8b94,United States,False,
a45072,United States,False,
0d10bc,Mexico,True,
e48ac6,Brazil,False,
a5c077,United States,False,
a02b27,United States,False,
4bb4f4,Turkey,False,
8016a2,India,False,
a84663,United States,False,
4aca63,Sweden,False,
4aca66,Sweden,False,
7c1cb2,Australia,False,
4aca67,Sweden,False,
a7133f,United States,False,
a88cbf,United States,False,
a1ae79,United States,False,
8016a4,India,False,
a40e41,United States,False,
ac370b,United States,False,
a9b62a,United States,False,
a7cfe6,United States,False,
a89fda,United States,True,
7c1ca5,Australia,False,
a40e30,United States,False,
a475a3,United States,False,
a40e1c,United States,False,
471fa9,Hungary,False,
a355b1,United States,False,
aa2abc,United States,False,
c07cf6,Canada,False,
a0f5e7,United States,False,
a88ccf,United States,True,
c0101c,Canada,True,
ac3731,United States,False,
a9b612,United States,False,
4bb4e7,Turkey,False,
8015c2,India,False,
8015c6,India,False,
ab15ba,United States,False,
5002f0,San Marino,True,
ac7e1c,United States,False,
8015c7,India,False,
a8de10,United States,False,
a4fb48,United States,False,
ac48f2,United States,False,
a582c8,United States,False,
a475de,United States,False,
8015ce,India,False,
8a0375,Indonesia,False,
8015cd,India,False,
8015d9,India,False,
a3db5e,United States,True,
ac6b0c,United States,False,
781a4b,China,False,
8015a6,India,False,
440304,Austria,False,
a26b4a,United States,False,
873378,Japan,False,
e0b111,Argentina,False,
e0b110,Argentina,False,
8015ab,India,False,
ac7e60,United States,False,
a09402,United States,False,
7c71f7,Australia,False,
885307,Thailand,False,
abae62,United States,False,
885306,Thailand,False,
885308,Thailand,False,
885303,Thailand,False,
885305,Thailand,False,
ad8b20,United States,False,
c06a8d,Canada,True,
acce3f,United States,False,
781a89,China,False,
a3a5d9,United States,False,
8015e3,India,False,
3c4ad9,Germany,False,
8015e4,India,False,
3c4ad8,Germany,False,
a2bb89,United States,False,
8015e6,India,False,
a52e50,United States,False,
e0b14a,Argentina,False,
a64e2a,United States,False,
ac7e8f,United States,False,
a52e54,United States,False,
aae2f1,United States,False,
8015da,India,False,
8015de,India,False,
abae8f,United States,False,
88530d,Thailand,False,
8015ed,India,False,
88530a,Thailand,False,
a52e5b,United States,False,
885313,Thailand,False,
4401e2,Austria,False,
e48b64,Brazil,False,
4bc852,Turkey,False,
a1adab,United States,False,
0d1126,Mexico,False,
4bc84e,Turkey,False,
4bc84f,Turkey,False,
0d111a,Mexico,False,
a60701,United States,False,
a23754,United States,False,
a9a2d5,United States,False,
a99b83,United States,False,
a4c703,United States,False,
70203f,Bangladesh,False,
c06a7a,Canada,False,
0d1140,Mexico,False,
70204a,Bangladesh,False,
344545,Spain,False,
4bc849,Turkey,False,
4bc846,Turkey,False,
4bc844,Turkey,False,
0d1151,Mexico,False,
4bc850,Turkey,False,
0d1154,Mexico,False,
0d1158,Mexico,False,
841b6a,Japan,False,
4bc88a,Turkey,False,
a582f9,United States,False,
4bb567,Turkey,False,
c06a39,Canada,False,
8518ae,Japan,False,
a2376e,United States,False,
a978fe,United States,False,
4bc88e,Turkey,False,
8518d0,Japan,False,
801726,India,False,
a39dca,United States,True,
801733,India,False,
ad3098,United States,True,
ac7e15,United States,False,
c81bb3,New Zealand,False,
a22432,United States,False,
4bc888,Turkey,False,
4bb562,Turkey,False,
73806e,Israel,True,
a36661,United States,False,
a3c975,United States,False,
80186e,India,False,
a2efec,United States,False,
73806f,Israel,False,
a30ffd,United States,True,
c058ae,Canada,False,
a4995f,United States,False,
a2465f,United States,True,
80187b,India,False,
44007c,Austria,False,
80187a,India,False,
80187d,India,False,
a23359,United States,False,
a47303,United States,False,
a36659,United States,False,
a3c990,United States,False,
c058cb,Canada,False,
a3fcd6,United States,False,
c058d5,Canada,False,
738060,Israel,True,
738065,Israel,False,
ab274a,United States,False,
c07b05,Canada,False,
738069,Israel,False,
4bb470,Turkey,True,
73805a,Israel,False,
ac340a,United States,False,
80052b,India,False,
738072,Israel,False,
a22003,United States,False,
738076,Israel,False,
800543,India,True,
a5f61d,United States,False,
c058bf,Canada,False,
a2597f,United States,False,
702086,Bangladesh,False,
440058,Austria,False,
3c4a13,Germany,True,
3c4a12,Germany,False,
8733bc,Japan,False,
3c4a10,Germany,False,
a1139f,United States,False,
45202b,Bulgaria,False,
3c4a04,Germany,False,
3c4a03,Germany,False,
a0f37e,United States,False,
3c4a09,Germany,False,
aa0701,United States,False,
738050,Israel,False,
a41cf8,United States,False,
440052,Austria,False,
738051,Israel,False,
ac3434,United States,False,
738055,Israel,False,
ac3438,United States,True,
738059,Israel,True,
44003f,Austria,False,
a3401a,United States,False,
a3c94c,United States,True,
440081,Austria,False,
a0905b,United States,False,
ae740e,United States,False,
aae132,United States,False,
80189e,India,False,
ad6755,United States,False,
ac7ad2,United States,False,
a2dce1,United States,False,
ab5ade,United States,False,
800583,India,False,
7cc43c,Australia,False,
70209b,Bangladesh,True,
800588,India,False,
c02023,Canada,False,
49f07b,Czech Republic,True,
c02028,Canada,False,
ae1e65,United States,False,
aa914f,United States,False,
a4c37e,United States,False,
8a064c,Indonesia,False,
a59398,United States,False,
ab5b88,United States,False,
874846,Japan,False,
ac32cf,United States,True,
a8431a,United States,False,
a258b7,United States,False,
a8697f,United States,True,
adc8e7,United States,False,
a0e086,United States,False,
aa3ae9,United States,False,
ab5b8c,United States,False,
aa3ae4,United States,False,
8a0638,Indonesia,False,
8a0635,Indonesia,False,
a47364,United States,False,
a138b8,United States,False,
abab79,United States,False,
a6f01c,United States,False,
abab90,United States,False,
ac7b8a,United States,False,
ae1e8d,United States,False,
8840fa,Thailand,False,
a84307,United States,False,
70a8ee,Nepal,False,
8a060d,Indonesia,False,
8840ee,Thailand,False,
a78fcf,United States,False,
8840f8,Thailand,False,
a03b25,United States,False,
a4c34c,United States,False,
a28e29,United States,False,
8017a0,India,False,
a65cf0,United States,False,
a5d007,United States,False,
8960e0,United Arab Emirates,False,
a28e0a,United States,False,
a6034a,United States,False,
c0464c,Canada,False,
a78ffa,United States,True,
89611d,United Arab Emirates,False,
a39b39,United States,False,
89611e,United Arab Emirates,False,
a40b24,United States,False,
a748bc,United States,False,
a4d5c7,United States,False,
a41e2c,United States,False,
a2cb12,United States,False,
4891b2,Poland,False,
a28e5b,United States,False,
a39b19,United States,False,
4891ac,Poland,False,
a125f9,United States,False,
8016ba,India,False,
4891b8,Poland,False,
8016d0,India,False,
c1ea6a,Canada,True,
a365b7,United States,False,
8016be,India,False,
896119,United Arab Emirates,False,
a41e29,United States,False,
a4d5cc,United States,False,
406948,United Kingdom,False,
406947,United Kingdom,False,
abbe23,United States,False,
8003f3,India,False,
a9768a,United States,True,
781b95,China,False,
471d66,Hungary,True,
471d65,Hungary,False,
ab5b2b,United States,False,
a5d068,United States,False,
84715c,Japan,False,
a41e90,United States,False,
ac45d5,United States,False,
a2de96,United States,False,
ab5b3d,United States,False,
c1ea55,Canada,True,
a9b357,United States,False,
471d5f,Hungary,False,
7c0b6d,Australia,False,
8003e4,India,False,
ab5b66,United States,False,
a39b56,United States,False,
a52b00,United States,False,
a53e34,United States,False,
c1ea38,Canada,True,
8470a0,Japan,False,
a12731,United States,False,
a12732,United States,False,
a52b8c,United States,False,
a12735,United States,False,
a7ce70,United States,False,
841c60,Japan,False,
a9c5c5,United States,True,
7cb05e,Australia,False,
801800,India,False,
a89e75,United States,True,
7cb066,Australia,False,
7cb065,Australia,False,
ada302,United States,True,
a16db9,United States,True,
801804,India,False,
801806,India,False,
a1272d,United States,False,
8a05d6,Indonesia,False,
8a05d5,Indonesia,False,
a12712,United States,True,
ada336,United States,False,
89617a,United Arab Emirates,False,
738101,Israel,True,
738100,Israel,True,
adb653,United States,False,
89618f,United Arab Emirates,False,
adb656,United States,False,
8a05ad,Indonesia,False,
8a05ae,Indonesia,False,
8a05ab,Indonesia,True,
e49d4c,Brazil,False,
a1270d,United States,False,
a1270f,United States,False,
aa4e80,United States,False,
a16de8,United States,False,
ad4040,United States,False,
a89e2b,United States,False,
a24753,United States,False,
896176,United Arab Emirates,False,
896175,United Arab Emirates,False,
c044b2,Canada,True,
896178,United Arab Emirates,False,
a04dfa,United States,False,
ac205f,United States,False,
80183b,India,False,
a1010c,United States,False,
89616a,United Arab Emirates,False,
a1277a,United States,False,
a602be,United States,False,
896186,United Arab Emirates,False,
896184,United Arab Emirates,False,
ad5398,United States,False,
a12750,United States,True,
ae603b,United States,False,
a23409,United States,False,
801819,India,False,
a602cd,United States,False,
801816,India,False,
841c48,Japan,False,
ae603e,United States,False,
a722b1,United States,True,
ae6039,United States,False,
801828,India,False,
ae6044,United States,False,
801832,India,False,
896168,United Arab Emirates,False,
7cc565,Australia,False,
a77da4,United States,False,
a9fb92,United States,False,
a40aa8,United States,False,
a0f46f,United States,False,
ac4843,United States,False,
a52ab0,United States,False,
ab5bb1,United States,False,
a58103,United States,False,
a39ab4,United States,False,
781aea,China,False,
a3b77c,United States,False,
a4c43a,United States,False,
a5810c,United States,True,
a24782,United States,True,
a0f44c,United States,False,
ac486a,United States,False,
ababb9,United States,False,
ab6efc,United States,False,
440184,Austria,False,
a9b2e9,United States,False,
a7bb77,United States,False,
ac4888,United States,True,
452144,Bulgaria,False,
a09188,United States,False,
ad9bc8,United States,False,
452180,Bulgaria,False,
452181,Bulgaria,True,
a22155,United States,False,
a48781,United States,False,
8a03c7,Indonesia,False,
a2479f,United States,False,
ada51e,United States,False,
ada521,United States,True,
452172,Bulgaria,False,
a04f04,United States,False,
a3411f,United States,True,
e49d22,Brazil,False,
8a03ae,Indonesia,False,
440196,Austria,False,
440193,Austria,False,
a27aee,United States,False,
452169,Bulgaria,False,
a36799,United States,False,
ac20c4,United States,False,
e4a549,Brazil,False,
471dc1,Hungary,False,
a28f12,United States,False,
a8a785,United States,False,
ab00df,United States,False,
a34199,United States,True,
682231,Mongolia,False,
a04f75,United States,False,
ac20e7,United States,False,
acdf9a,United States,False,
a9c737,United States,False,
300a62,Italy,False,
300a63,Italy,False,
ae1f8f,United States,False,
a6049b,United States,False,
471da8,Hungary,False,
ad53fd,United States,False,
7cb0db,Australia,False,
a04f44,United States,False,
c03488,Canada,False,
452130,Bulgaria,False,
8a0517,Indonesia,False,
ae73d7,United States,False,
c07aa4,Canada,True,
8018cf,India,False,
300a44,Italy,False,
a246cb,United States,False,
ae73ee,United States,False,
a1ac38,United States,False,
4bb2ab,Turkey,False,
a3b79c,United States,False,
84d622,Japan,False,
a96412,United States,True,
a41f37,United States,False,
7020a9,Bangladesh,False,
a113be,United States,False,
7020a6,Bangladesh,False,
7020a2,Bangladesh,False,
7020a3,Bangladesh,False,
a366b6,United States,False,
7020ab,Bangladesh,True,
a61797,United States,False,
ac4801,United States,False,
0d12ac,Mexico,False,
7020b9,Bangladesh,False,
0d12ad,Mexico,False,
7c752f,Australia,False,
a8a748,United States,False,
ab6ea5,United States,False,
a9770a,United States,False,
a5e44c,United States,False,
a379d3,United States,True,
7020bd,Bangladesh,True,
ab2839,United States,False,
8018c7,India,False,
ab282f,United States,False,
a6045d,United States,False,
8018c8,India,False,
4bb2a2,Turkey,False,
ab6eb9,United States,False,
e49bfc,Brazil,False,
440102,Austria,False,
a4c492,United States,False,
a83108,United States,False,
846021,Japan,False,
a72453,United States,False,
a126e6,United States,False,
aaf503,United States,False,
a77f2d,United States,False,
ab5c12,United States,True,
c81a02,New Zealand,False,
7c60c8,Australia,False,
85e27c,Japan,False,
a353c8,United States,False,
a486cc,United States,False,
a353c6,United States,False,
a486d8,United States,False,
a603a2,United States,False,
8017e4,India,False,
aa06b7,United States,False,
c81a1b,New Zealand,False,
adc9b6,United States,False,
a52c4f,United States,False,
4892c0,Poland,False,
a15c80,United States,False,
8017f7,India,False,
8017ee,India,False,
a28f80,United States,False,
4892c9,Poland,False,
4892c8,Poland,False,
a486b3,United States,False,
4bb1c7,Turkey,False,
a53f20,United States,False,
a0e0fb,United States,False,
ae1f41,United States,False,
884214,Thailand,False,
ac33c4,United States,False,
884206,Thailand,False,
89620f,United Arab Emirates,False,
ae1f30,United States,False,
884202,Thailand,False,
7380c2,Israel,False,
ac20a1,United States,False,
7380c1,Israel,False,
7380c6,Israel,False,
7380c3,Israel,False,
a220cb,United States,False,
ac7c52,United States,False,
344344,Spain,False,
abac48,United States,False,
a9513e,United States,False,
aae0ab,United States,False,
ab5c85,United States,False,
a593a0,United States,False,
a04ecf,United States,False,
ac212d,United States,False,
ac345d,United States,False,
abbdfa,United States,False,
ae1de3,United States,False,
0d001e,Mexico,False,
a8dc3a,United States,False,
a9fc34,United States,False,
ae1ddf,United States,False,
a16ec2,United States,False,
ad5460,United States,False,
a04edb,United States,False,
a7bc58,United States,False,
ae1dd9,United States,False,
a76c79,United States,False,
a88c4f,United States,False,
ab1496,United States,False,
ab148b,United States,False,
ab148e,United States,False,
aaf47a,United States,False,
acdde3,United States,False,
ac2154,United States,False,
a5d0f5,United States,False,
adfdde,United States,False,
abaadd,United States,False,
8a04a9,Indonesia,False,
ad5480,United States,True,
87cd05,Japan,False,
a3a509,United States,False,
840a7c,Japan,False,
a8dc45,United States,True,
7c1f68,Australia,False,
c07b0a,Canada,False,
4bb325,Turkey,False,
a34209,United States,False,
abaafe,United States,False,
ad4171,United States,False,
a3ec93,United States,False,
c07b09,Canada,False,
a1288b,United States,False,
ae7475,United States,False,
a8a6d0,United States,False,
781c44,China,False,
a36853,United States,False,
c058dd,Canada,False,
a7bc44,United States,False,
c07b42,Canada,False,
a76c54,United States,False,
a4c3fe,United States,False,
ac59aa,United States,False,
a89f62,United States,False,
a57362,United States,False,
8a0827,Indonesia,False,
ac5ab7,United States,True,
a68010,United States,False,
3b05ff,France,True,
abe101,United States,False,
a5e999,United States,False,
a8496e,United States,False,
c012ae,Canada,False,
3451cf,Spain,False,
a02e28,United States,False,
3451d6,Spain,False,
a70333,United States,False,
8962d0,United Arab Emirates,False,
a56050,United States,False,
73828b,Israel,True,
a45353,United States,False,
a0c075,United States,True,
c012ba,Canada,False,
ac0143,United States,False,
a81006,United States,False,
a3201d,United States,False,
020105,Morocco,False,
ac5ada,United States,True,
c012bd,Canada,False,
a26e27,United States,True,
aa974f,United States,False,
a0f8d3,United States,False,
a7bfa0,United States,False,
738289,Israel,False,
4bb295,Turkey,False,
738288,Israel,True,
adddda,United States,False,
c038ca,Canada,True,
a358a5,United States,False,
4bb28a,Turkey,False,
ac015f,United States,False,
ac5afd,United States,False,
ae679c,United States,False,
aac189,United States,False,
c025d2,Canada,False,
abf499,United States,False,
a095b4,United States,False,
a5d643,United States,False,
a1f39a,United States,False,
a095aa,United States,False,
896409,United Arab Emirates,False,
ae52f2,United States,False,
a81067,United States,False,
ae52f0,United States,False,
7c7611,Australia,False,
a26e4a,United States,False,
a01b80,United States,False,
a13b1e,United States,False,
a3a8ef,United States,False,
c038aa,Canada,False,
a105e4,United States,False,
a0d2a9,United States,False,
acab9a,United States,False,
a358bd,United States,False,
a82362,United States,False,
7cc62c,Australia,False,
a13b97,United States,False,
a6f68f,United States,False,
7c7653,Australia,False,
a6e361,United States,False,
840ad2,Japan,False,
506cab,Slovenia,False,
a9697f,United States,False,
a8103e,United States,False,
a25b66,United States,False,
a37b1c,United States,False,
a25b48,United States,False,
781be8,China,False,
a2be57,United States,False,
a3a8ba,United States,False,
a465ae,United States,False,
8a0838,Indonesia,False,
a6e376,United States,False,
a25b3f,United States,False,
ad4747,United States,False,
a8102a,United States,True,
8a081f,Indonesia,False,
a8dffc,United States,False,
780a4e,China,True,
7cfa31,Australia,False,
acab0e,United States,False,
344043,Spain,False,
344045,Spain,True,
780a5c,China,False,
ab4e94,United States,False,
780a71,China,True,
780a70,China,False,
acbe37,United States,False,
895058,Brunei Darussalam,False,
895057,Brunei Darussalam,False,
aa1b3c,United States,True,
aa2e6f,United States,True,
471b70,Hungary,False,
a835c5,United States,False,
e80625,Chile,False,
ac5b43,United States,False,
780a6f,China,False,
acbe63,United States,False,
abf2c2,United States,True,
a09702,United States,False,
896356,United Arab Emirates,False,
780a89,China,False,
896353,United Arab Emirates,False,
a63e9a,United States,False,
780a7f,China,False,
7c74ce,Australia,True,
e8062a,Chile,False,
a332e7,United States,False,
c06cda,Canada,False,
780a8b,China,False,
ac5b66,United States,False,
acbe88,United States,False,
4bb0f5,Turkey,False,
89631a,United Arab Emirates,False,
4bb0f3,Turkey,False,
896327,United Arab Emirates,False,
a34729,United States,False,
4bb0ef,Turkey,False,
a63e46,United States,True,
c07fb5,Canada,False,
ac5b89,United States,True,
02019f,Morocco,False,
acab3f,United States,False,
02019c,Morocco,False,
a4fe4c,United States,False,
704946,Myanmar,True,
c07fb8,Canada,False,
884364,Thailand,False,
aa2e36,United States,False,
896302,United Arab Emirates,False,
896306,United Arab Emirates,False,
841e00,Japan,False,
896311,United Arab Emirates,False,
345319,Spain,False,
ad7b7e,United States,False,
c07fbf,Canada,False,
a2270f,United States,True,
89630e,United Arab Emirates,False,
884346,Thailand,False,
ad8e9e,United States,False,
6832a2,Kazakhstan,False,
a37aa3,United States,False,
ae536a,United States,False,
a26df9,United States,False,
a2275e,United States,False,
a38dd8,United States,False,
ae536e,United States,False,
a9db89,United States,False,
ac0094,United States,True,
abe075,United States,False,
ae5370,United States,False,
a9db6c,United States,False,
ad3396,United States,False,
a3472f,United States,True,
a75da8,United States,False,
4b884e,Turkey,False,
a63dc7,United States,False,
8a07ea,Indonesia,False,
780a13,China,False,
89639d,United Arab Emirates,False,
780a0c,China,False,
80073a,India,False,
a46788,United States,False,
abe09a,United States,False,
4bb205,Turkey,False,
89639a,United Arab Emirates,False,
4bb212,Turkey,False,
781d57,China,False,
aae5b0,United States,False,
0200ae,Morocco,False,
7c0d65,Australia,False,
e48fc2,Brazil,False,
780a29,China,False,
a1e138,United States,False,
e48fcb,Brazil,False,
780a35,China,False,
47c01e,Norway,False,
a822d6,United States,True,
ac25c4,United States,False,
ad45a4,United States,False,
a2aab5,United States,False,
780a49,China,True,
800732,India,False,
a13af4,United States,True,
780a3e,China,False,
89505a,Brunei Darussalam,False,
780a3c,China,False,
780a3a,China,False,
800737,India,False,
a1914d,United States,False,
8a07ad,Indonesia,False,
780a57,China,True,
ac6e51,United States,False,
a86ab5,United States,False,
a26f01,United States,False,
8830eb,Thailand,False,
a44168,United States,False,
c013d7,Canada,False,
a87de9,United States,False,
8830f7,Thailand,False,
a69463,United States,False,
acabc1,United States,False,
ac289f,United States,False,
4bb145,Turkey,False,
a1e189,United States,False,
8963f3,United Arab Emirates,False,
a6f78a,United States,False,
8963f2,United Arab Emirates,False,
750065,Malaysia,False,
4bb105,Turkey,False,
489229,Poland,False,
ad7bdf,United States,False,
a3a9a3,United States,False,
4bb10b,Turkey,False,
c05c5b,Canada,False,
c013da,Canada,False,
489222,Poland,False,
8963d5,United Arab Emirates,True,
8963d4,United Arab Emirates,False,
a69424,United States,False,
a239e0,United States,False,
a4418c,United States,False,
a13c2d,United States,False,
8963e5,United Arab Emirates,False,
a359c2,United States,True,
a13c43,United States,False,
7cfafd,Australia,False,
7cfafc,Australia,False,
8963e8,United Arab Emirates,False,
a359bc,United States,False,
a9db94,United States,False,
a82427,United States,False,
ac0296,United States,False,
4bb148,Turkey,False,
aa2ed8,United States,False,
010637,Egypt,False,
4bb14c,Turkey,False,
a01c37,United States,False,
781e0f,China,False,
3465c5,Spain,False,
a5d778,United States,False,
a3a9eb,United States,False,
a609d4,United States,False,
a3df4a,United States,True,
896536,United Arab Emirates,False,
896535,United Arab Emirates,False,
a4c9f8,United States,False,
a26f6f,United States,False,
a213d9,United States,False,
a37c1c,United States,False,
a26f5e,United States,False,
4bb196,Turkey,False,
4bb195,Turkey,False,
4bb192,Turkey,False,
8a074b,Indonesia,False,
a63f4e,United States,False,
89650a,United Arab Emirates,False,
683307,Kazakhstan,False,
a98ace,United States,False,
ad4835,United States,False,
ac2859,United States,False,
ac1529,United States,False,
a0c0ea,United States,False,
7c7770,Australia,False,
ad350a,United States,True,
7c7776,Australia,False,
a70491,United States,False,
acbea2,United States,False,
a3a9d2,United States,False,
c80d63,New Zealand,False,
7c776f,Australia,False,
ad8ed7,United States,False,
a320a6,United States,True,
a1f3e4,United States,False,
a98ac7,United States,False,
ad3528,United States,False,
7c642c,Australia,False,
acbeab,United States,False,
ad485f,United States,False,
8007cd,India,False,
89647a,United Arab Emirates,False,
89647e,United Arab Emirates,False,
a08512,United States,False,
aa83ec,United States,False,
a7af71,United States,False,
abf3b8,United States,False,
ac6f8a,United States,False,
a0e81d,United States,False,
a320f9,United States,False,
a560f3,United States,False,
ac13f9,United States,True,
3e0fea,Germany,True,
ad33d6,United States,False,
7c75fd,Australia,False,
ad46ee,United States,False,
ac00d0,United States,False,
406832,United Kingdom,False,
a9b9e3,United States,False,
a8bc29,United States,False,
40688c,United Kingdom,False,
02008b,Morocco,False,
abe0bb,United States,False,
896452,United Arab Emirates,False,
a50c4b,United States,False,
406890,United Kingdom,True,
a0e869,United States,False,
a3480d,United States,False,
a1083b,United States,False,
a0852c,United States,False,
a573ec,United States,False,
896439,United Arab Emirates,False,
896442,United Arab Emirates,False,
a1923d,United States,False,
781e34,China,False,
a63ec1,United States,False,
8963a2,United Arab Emirates,False,
aaf9c1,United States,False,
a4683f,United States,False,
781e42,China,False,
a2022f,United States,False,
780b17,China,False,
a0c20f,United States,False,
ac39d8,United States,False,
a1087a,United States,False,
a08576,United States,False,
a9dc5e,United States,False,
ab3c0a,United States,False,
750111,Malaysia,False,
a50bd6,United States,False,
a25bb7,United States,False,
aa9801,United States,False,
e06542,Argentina,False,
acbf25,United States,False,
780b43,China,False,
ac6f2d,United States,False,
a4b802,United States,False,
