icao24,origin_country,velocity,geo_altitude
ad5672,United States,False,
ac21e4,United States,False,
a6f24a,United States,False,
3455da,Spain,False,
3d2506,Germany,False,
a9522d,United States,False,
4acb42,Sweden,True,
a88bde,United States,False,
a127d3,United States,False,
adda23,United States,False,
a9a215,United States,False,
ae61b3,United States,False,
ac6a65,United States,False,
accd69,United States,False,
c02257,Canada,False,
a9523c,United States,False,
3455d7,Spain,False,
a7124e,United States,False,
adb7ee,United States,False,
a03d4c,United States,False,
ad8a47,United States,False,
a4b297,United States,False,
a5829d,United States,False,
a6f251,United States,False,
a0f4a2,United States,False,
ae0d69,United States,False,
44023f,Austria,False,
abad97,United States,False,
3c5ee8,Germany,True,
3c5ee6,Germany,False,
3c5ee5,Germany,False,
0d11e4,Mexico,False,
46b83a,Greece,True,
a9520b,United States,False,
4bc8cf,Turkey,False,
4bc8cd,Turkey,True,
4bc8cb,Turkey,False,
4acb23,Sweden,False,
80168a,India,False,
4bc8cc,Turkey,False,
4bc8ca,Turkey,False,
a96558,United States,False,
ad41cd,United States,False,
3c5ee2,Germany,True,
e80239,Chile,True,
3c5ee1,Germany,False,
ad41ed,United States,False,
3c5ef8,Germany,False,
a127bb,United States,False,
46b82b,Greece,False,
46b82f,Greece,False,
3c5eeb,Germany,False,
3c5eea,Germany,False,
e80246,Chile,False,
a95234,United States,False,
a9a205,United States,False,
3c5ef0,Germany,False,
e48bf8,Brazil,False,
3c5ef2,Germany,False,
44025c,Austria,False,
440219,Austria,True,
440218,Austria,False,
a7121f,United States,False,
505dda,Slovakia,False,
a5823e,United States,False,
a5f88e,United States,False,
46b831,Greece,False,
46b832,Greece,False,
a8a859,United States,False,
a091d5,United States,False,
46b837,Greece,False,
a6188e,United States,False,
440209,Austria,False,
accd9d,United States,False,
a247fd,United States,False,
a101c3,United States,False,
a114f4,United States,True,
a8584a,United States,True,
ac4920,United States,False,
a1ad44,United States,False,
46b821,Greece,False,
4057c3,United Kingdom,False,
46b824,Greece,False,
46b825,Greece,False,
46b823,Greece,False,
46b828,Greece,False,
46b826,Greece,True,
a15d6c,United States,False,
440237,Austria,False,
adb903,United States,False,
c0489e,Canada,False,
a88bbc,United States,False,
44022d,Austria,True,
a247f0,United States,False,
47880f,Norway,False,
a39d11,United States,False,
47b0e7,Norway,False,
c07bca,Canada,False,
aa931d,United States,False,
ad690d,United States,False,
e80204,Chile,True,
a2ba48,United States,False,
8014a4,India,False,
a38a3a,United States,False,
ae629a,United States,False,
aa07f9,United States,False,
c0482a,Canada,False,
a3ed69,United States,False,
ab27e1,United States,False,
4aca9a,Sweden,False,
a88d01,United States,False,
a4c4aa,United States,False,
a5f7e5,United States,True,
ab5d36,United States,False,
885226,Thailand,False,
a00915,United States,False,
8014b2,India,False,
8014b0,India,False,
a39d70,United States,False,
8014b4,India,False,
ae6299,United States,False,
c0481c,Canada,False,
a4c4bb,United States,False,
a64d46,United States,False,
4aca82,Sweden,True,
accd10,United States,False,
393323,France,False,
a3a4ed,United States,True,
4aca84,Sweden,False,
4aca83,Sweden,False,
4aca86,Sweden,False,
4aca85,Sweden,False,
4aca88,Sweden,False,
4aca87,Sweden,False,
a724c3,United States,False,
c0484c,Canada,False,
4aca89,Sweden,True,
a64d4d,United States,True,
e0b244,Argentina,False,
a091f3,United States,False,
a0f4f6,United States,False,
ab5d58,United States,False,
a02a85,United States,False,
ab14d9,United States,False,
84d283,Japan,False,
4aca90,Sweden,False,
4aca93,Sweden,False,
4aca92,Sweden,False,
a14a71,United States,False,
4aca95,Sweden,False,
4aca94,Sweden,False,
a2cd44,United States,False,
ab5d62,United States,False,
4aca96,Sweden,False,
4aca98,Sweden,False,
a3ed91,United States,False,
34448d,Spain,False,
4aca8b,Sweden,False,
a724af,United States,False,
344498,Spain,False,
a857c2,United States,False,
a9a289,United States,False,
8014e8,India,False,
e49eec,Brazil,False,
e49eef,Brazil,False,
a5d29f,United States,False,
3c5eef,Germany,False,
3c5eee,Germany,True,
a00952,United States,False,
e49ef0,Brazil,False,
ac34bf,United States,False,
8014de,India,False,
e49ef4,Brazil,False,
4520cf,Bulgaria,False,
a9527a,United States,False,
471f8e,Hungary,False,
4520ce,Bulgaria,False,
8014f3,India,False,
344481,Spain,False,
ac6a1f,United States,False,
4400eb,Austria,False,
4520d2,Bulgaria,False,
a00965,United States,False,
a39d9b,United States,False,
a00966,United States,False,
471f9a,Hungary,False,
adb7b8,United States,False,
471f9e,Hungary,False,
a9a266,United States,False,
aaf4ee,United States,False,
343141,Spain,False,
a40d7a,United States,False,
471f86,Hungary,True,
a9a22d,United States,False,
a0e1fa,United States,False,
471f6f,Hungary,False,
ab01e6,United States,False,
ac7d5f,United States,False,
a5f7c3,United States,False,
a2ba4f,United States,True,
ac21af,United States,False,
8014bc,India,False,
acba1a,United States,False,
a3b7f4,United States,False,
471f6a,Hungary,False,
c04826,Canada,False,
471f6d,Hungary,False,
a474f6,United States,False,
adb7e5,United States,True,
471f6e,Hungary,False,
e48ba7,Brazil,False,
ae74b0,United States,False,
accd45,United States,False,
a4d7e4,United States,False,
a39d95,United States,False,
abad6c,United States,True,
a0092f,United States,False,
a40d6c,United States,False,
a341e5,United States,False,
34444b,Spain,False,
a64d29,United States,False,
ac34ef,United States,False,
acba20,United States,False,
344459,Spain,False,
471f68,Hungary,False,
ad5575,United States,False,
471f67,Hungary,False,
4a2023,Romania,False,
a63a94,United States,False,
a964f8,United States,False,
471f64,Hungary,False,
471f65,Hungary,False,
a5d1f7,United States,False,
471f62,Hungary,False,
adfedc,United States,False,
344449,Spain,False,
ac7bed,United States,False,
471f77,Hungary,False,
a1bfb2,United States,False,
471f78,Hungary,False,
accbbe,United States,False,
aae279,United States,False,
471f71,Hungary,False,
adfeda,United States,False,
471f70,Hungary,False,
ada546,United States,False,
a35605,United States,False,
aae26e,United States,False,
adfee0,United States,False,
ada52c,United States,False,
4400b3,Austria,False,
4400b2,Austria,False,
4400e3,Austria,True,
471f44,Hungary,False,
e49f92,Brazil,False,
742834,Jordan,False,
aae280,United States,False,
4400e9,Austria,False,
c020f0,Canada,False,
c07c7b,Canada,False,
c1ec2c,Canada,True,
a9ea11,United States,False,
34440a,Spain,False,
34440b,Spain,False,
a8dd4b,United States,False,
471f3e,Hungary,False,
471f3d,Hungary,False,
a10308,United States,False,
a831e5,United States,False,
e49f8e,Brazil,False,
a3a61b,United States,False,
a3b94c,United States,False,
344417,Spain,False,
469c35,Greece,False,
ad5594,United States,False,
a8dd64,United States,False,
a594fa,United States,False,
a27ccf,United States,False,
398e2a,France,False,
a46304,United States,False,
a88d47,United States,False,
a76d5a,United States,False,
801600,India,False,
a88d49,United States,False,
a40ca4,United States,True,
471f37,Hungary,False,
471f38,Hungary,False,
801605,India,True,
801606,India,False,
801603,India,False,
a9b4a4,United States,False,
801604,India,False,
a23675,United States,False,
471f31,Hungary,False,
471f32,Hungary,False,
a9fd22,United States,False,
801613,India,False,
471f02,Hungary,False,
471f00,Hungary,False,
471f01,Hungary,False,
471f06,Hungary,False,
ae627a,United States,False,
471f04,Hungary,False,
471f05,Hungary,False,
a51a7b,United States,False,
a88d72,United States,False,
a831ad,United States,False,
a41faa,United States,False,
a64d8b,United States,False,
a977bb,United States,False,
a0800d,United States,False,
e07543,Argentina,True,
4400a1,Austria,False,
a581fe,United States,False,
a3560b,United States,True,
0d121d,Mexico,False,
ac47b7,United States,False,
a977d4,United States,False,
c046f7,Canada,False,
c046f8,Canada,False,
5003da,San Marino,False,
a4b1ed,United States,False,
a64d9a,United States,False,
0d1234,Mexico,False,
a36955,United States,False,
a6afd6,United States,False,
a4766a,United States,False,
80174d,India,False,
80174b,India,False,
a4d97e,United States,False,
a2ccef,United States,False,
a0d059,United States,False,
a46345,United States,False,
a84625,United States,False,
c07e39,Canada,False,
a1038d,United States,False,
ab175a,United States,False,
00c463,South Africa,False,
ac2412,United States,False,
c07e42,Canada,False,
407b54,United Kingdom,False,
a8a938,United States,False,
407b55,United Kingdom,False,
ad9db0,United States,False,
4cc278,Iceland,False,
80175f,India,False,
abadc0,United States,False,
a2ccf1,United States,False,
e49f43,Brazil,False,
a0d062,United States,False,
a3567a,United States,False,
800440,India,False,
800441,India,False,
a5d319,United States,False,
a1acff,United States,False,
a7cfa7,United States,False,
c07e33,Canada,False,
801778,India,False,
a8592c,United States,False,
e49f2a,Brazil,False,
15cd28,Russian Federation,False,
a40cd9,United States,False,
a7cfcc,United States,False,
a76cba,United States,False,
a2dffe,United States,True,
a1f00e,United States,False,
801738,India,False,
a60675,United States,False,
a64ce6,United States,True,
801739,India,False,
abadd6,United States,False,
a3699a,United States,False,
801742,India,False,
c07e62,Canada,False,
a59689,United States,False,
ac2439,United States,True,
4402a3,Austria,False,
a70007,United States,False,
a2ccbf,United States,False,
aa3dad,United States,False,
801748,India,False,
a47645,United States,False,
a7130c,United States,True,
c07e58,Canada,False,
a4c684,United States,False,
407b24,United Kingdom,True,
8852e1,Thailand,False,
a1acdb,United States,False,
47a039,Norway,False,
490688,Portugal,False,
c035bf,Canada,False,
0d10e4,Mexico,False,
ae0dd4,United States,False,
a128aa,United States,False,
c048a7,Canada,False,
a5f938,United States,False,
e49f78,Brazil,False,
407b8e,United Kingdom,False,
407b8f,United Kingdom,False,
a45051,United States,False,
a53fd7,United States,False,
af8400,United States,False,
ab4af1,United States,False,
ad9df4,United States,False,
c2b369,Canada,False,
ad9dd9,United States,False,
3c4b2f,Germany,False,
ab0485,United States,False,
3c4b2d,Germany,False,
a4d94e,United States,False,
a87a97,United States,False,
a8dd7b,United States,False,
e49f52,Brazil,False,
800448,India,False,
a60631,United States,False,
a85931,United States,False,
ad444c,United States,False,
ab048d,United States,False,
801784,India,False,
0d10fd,Mexico,False,
a0808f,United States,False,
801783,India,False,
acbad6,United States,False,
407b70,United Kingdom,False,
a73957,United States,False,
a9b4de,United States,False,
ad4453,United States,False,
ac379a,United States,True,
a2239b,United States,False,
e48c30,Brazil,False,
a008c5,United States,False,
a008c9,United States,True,
a03e0b,United States,False,
463051,Finland,False,
801792,India,False,
ac247a,United States,False,
3c4b4b,Germany,False,
a39e0c,United States,False,
ada5ee,United States,False,
394830,France,False,
a7004f,United States,False,
3443d5,Spain,True,
ac22fb,United States,True,
506fc6,Slovenia,False,
506fc5,Slovenia,False,
3443d3,Spain,False,
a6f380,United States,False,
a4a081,United States,False,
3c171b,Germany,False,
0ac3f7,Colombia,True,
addb2b,United States,False,
a3b8ad,United States,False,
a84699,United States,False,
a368b2,United States,False,
a6f367,United States,False,
ae62ab,United States,False,
c0103a,Canada,False,
c01049,Canada,False,
a3ee17,United States,False,
0ac3d2,Colombia,False,
a4639d,United States,False,
ad8b97,United States,False,
ab1704,United States,False,
a5c06c,United States,False,
0d10bb,Mexico,False,
0d10bc,Mexico,False,
4aca09,Sweden,False,
a128d3,United States,False,
aa8164,United States,False,
a9533c,United States,False,
a618b6,United States,False,
c01066,Canada,False,
acce9c,United States,False,
4aca13,Sweden,False,
4aca14,Sweden,False,
a64e02,United States,False,
e0b198,Argentina,False,
a64e06,United States,False,
505ca2,Slovakia,False,
e48ad5,Brazil,False,
4aca0a,Sweden,False,
4aca0d,Sweden,False,
0ac3c5,Colombia,False,
4aca0c,Sweden,False,
a1ae05,United States,False,
a84663,United States,False,
8016a1,India,False,
4aca64,Sweden,False,
a1ae72,United States,False,
4aca63,Sweden,False,
4aca66,Sweden,False,
4aca68,Sweden,False,
4aca67,Sweden,False,
a7133f,United States,False,
4aca69,Sweden,False,
a235e9,United States,False,
8016a4,India,False,
a222b2,United States,False,
8016a9,India,False,
a88cc7,United States,False,
a2bb10,United States,False,
4aca70,Sweden,False,
8016b1,India,False,
a9797b,United States,False,
a368f8,United States,False,
4aca75,Sweden,False,
4aca74,Sweden,False,
ac370b,United States,False,
a9b62c,United States,False,
4aca76,Sweden,False,
a5c01b,United States,False,
4aca78,Sweden,False,
4bb4ee,Turkey,False,
ae62ef,United States,False,
a89fda,United States,False,
4aca6a,Sweden,False,
a95337,United States,False,
4aca6d,Sweden,False,
4aca6c,Sweden,False,
4aca6e,Sweden,False,
8016b9,India,False,
a40e1c,United States,False,
ab5db8,United States,False,
471fa9,Hungary,False,
a82025,United States,False,
a248ed,United States,False,
4aca46,Sweden,False,
440352,Austria,False,
471fa4,Hungary,False,
471fa7,Hungary,False,
471fa5,Hungary,False,
471fa0,Hungary,False,
aa944a,United States,False,
a83340,United States,False,
76b86c,Singapore,False,
471faa,Hungary,True,
aa2abc,United States,False,
471fae,Hungary,False,
4aca50,Sweden,False,
4aca53,Sweden,False,
ab0425,United States,False,
a9662e,United States,False,
a5706a,United States,False,
a88ccf,United States,False,
ac3731,United States,False,
a8465a,United States,False,
4aca4a,Sweden,False,
c02358,Canada,False,
46b927,Greece,False,
a7be24,United States,False,
a0e2fc,United States,False,
8015c2,India,False,
a3a5eb,United States,False,
4ba0e6,Turkey,False,
a3a5ec,United States,False,
e4a705,Brazil,False,
0180ba,Libyan Arab Jamahiriya,False,
39dde6,France,False,
a8de18,United States,False,
aa08fb,United States,True,
8015c7,India,False,
a8de10,United States,False,
a88e29,United States,False,
acce0e,United States,False,
47b1dc,Norway,False,
a4fb48,United States,False,
aaf5ba,United States,False,
a582bb,United States,False,
c0360e,Canada,False,
e0744e,Argentina,False,
8015ca,India,False,
a4fb2f,United States,False,
84c068,Japan,False,
ab4b34,United States,False,
8015ce,India,False,
8015cd,India,False,
a38b61,United States,True,
aa2b21,United States,False,
a39e7d,United States,True,
a3db5e,United States,False,
ad68dd,United States,False,
8015a4,India,False,
781a53,China,False,
a39e83,United States,False,
c0230c,Canada,False,
440310,Austria,False,
a858f0,United States,False,
a1ae99,United States,False,
a39e6b,United States,False,
ab5e6c,United States,False,
ae509e,United States,False,
a712a6,United States,False,
a26b4a,United States,False,
e0b111,Argentina,True,
e0b110,Argentina,False,
8015ab,India,False,
8015b8,India,False,
ac7e60,United States,True,
ad68e9,United States,False,
a64e88,United States,False,
4b0eb7,Switzerland,False,
ad68fa,United States,False,
ad8b1d,United States,False,
885312,Thailand,False,
adee36,United States,False,
e0b149,Argentina,False,
a3b8f5,United States,False,
0d1169,Mexico,False,
0ac3b6,Colombia,False,
abae62,United States,False,
885308,Thailand,False,
a11720,United States,False,
885303,Thailand,False,
0ac3b4,Colombia,False,
885304,Thailand,True,
e49dd8,Brazil,False,
a3db0c,United States,True,
a9406e,United States,True,
ac22d8,United States,False,
a3a5d9,United States,False,
a618d4,United States,False,
ab5e9b,United States,False,
0d116b,Mexico,False,
ac22e4,United States,False,
a9536a,United States,False,
8015e7,India,False,
8015e5,India,False,
a9fcec,United States,False,
781a94,China,False,
a52e50,United States,False,
e0b14a,Argentina,False,
a52e54,United States,False,
8015db,India,True,
8015da,India,False,
aae2f6,United States,False,
45ba47,Denmark,False,
a9fcf2,United States,False,
0180a4,Libyan Arab Jamahiriya,True,
ac6b6c,United States,False,
abae8f,United States,False,
e49dbe,Brazil,False,
88530e,Thailand,False,
88530d,Thailand,False,
88530a,Thailand,False,
a38b84,United States,False,
a63b18,United States,False,
885314,Thailand,False,
885313,Thailand,False,
ae62a1,United States,False,
a27dac,United States,False,
728672,Iraq,False,
e48b64,Brazil,False,
e48b65,Brazil,False,
4bc856,Turkey,False,
0d110f,Mexico,False,
4bc854,Turkey,False,
4bc855,Turkey,False,
728679,Iraq,False,
4bc853,Turkey,False,
a8de7d,United States,False,
aad04f,United States,False,
4bc84e,Turkey,False,
4bc84f,Turkey,False,
a11762,United States,False,
4bc84a,Turkey,False,
4401e4,Austria,True,
4401d1,Austria,False,
a9a2d5,United States,False,
34454b,Spain,False,
a1175a,United States,False,
ac1055,United States,True,
ac1058,United States,False,
c021e7,Canada,False,
adffeb,United States,False,
a99b83,United States,False,
a4c702,United States,False,
0d1138,Mexico,False,
a35725,United States,False,
4401d8,Austria,False,
a88e8a,United States,True,
4b0ecc,Switzerland,False,
70203f,Bangladesh,False,
ad3035,United States,False,
0d112a,Mexico,False,
a87b8f,United States,False,
e49e70,Brazil,False,
c06a7e,Canada,False,
0d112f,Mexico,True,
ac1068,United States,False,
a52da7,United States,False,
ae634b,United States,False,
a6070e,United States,False,
ada683,United States,True,
4bc847,Turkey,False,
4bc848,Turkey,False,
ac1080,United States,False,
4bc845,Turkey,False,
4bc846,Turkey,False,
4bc843,Turkey,False,
4bc844,Turkey,False,
0d1151,Mexico,False,
4bc850,Turkey,False,
a5e709,United States,False,
a965fb,United States,False,
ab5e04,United States,False,
3ffaf8,Germany,False,
a3edaa,United States,True,
a35701,United States,False,
4401f7,Austria,False,
ae634c,United States,False,
c06a80,Canada,False,
a9c8fb,United States,False,
ad4386,United States,False,
4bc88c,Turkey,False,
4bc88d,Turkey,False,
a965d1,United States,False,
a1f116,United States,False,
aa2b79,United States,False,
ab28ab,United States,False,
a582f9,United States,True,
a21127,United States,False,
4bb567,Turkey,False,
a5d2d4,United States,False,
a23783,United States,False,
4bb565,Turkey,False,
4787b3,Norway,False,
4bc896,Turkey,False,
a1179b,United States,False,
a0814a,United States,False,
ae6394,United States,False,
801723,India,False,
a02afb,United States,False,
3946e5,France,False,
a2376e,United States,False,
4401a3,Austria,False,
a40dbb,United States,False,
4bc88e,Turkey,False,
a9eb14,United States,False,
80171a,India,False,
4bc89a,Turkey,False,
ac7e09,United States,False,
a39dca,United States,False,
ad3098,United States,False,
ac7e18,United States,False,
a965b1,United States,False,
a21104,United States,False,
a5d2f9,United States,False,
5002be,San Marino,False,
a22432,United States,False,
a1176a,United States,False,
4bc884,Turkey,False,
4bc881,Turkey,False,
a7ab3e,United States,False,
a0f75c,United States,False,
a4771b,United States,False,
ac48ac,United States,False,
a2241b,United States,False,
a10451,United States,False,
aa92c2,United States,False,
344501,Spain,False,
702033,Bangladesh,False,
a02adf,United States,False,
a75b65,United States,False,
ac48d3,United States,False,
4bc887,Turkey,False,
a712e7,United States,False,
4bc886,Turkey,False,
abf09c,United States,False,
4bb563,Turkey,False,
4bc894,Turkey,False,
4bc895,Turkey,False,
ab15c1,United States,False,
4bc892,Turkey,False,
4bb562,Turkey,False,
ac7e0f,United States,False,
a845f4,United States,False,
ab15c2,United States,False,
a14ad1,United States,False,
73806e,Israel,False,
a36661,United States,False,
452086,Bulgaria,False,
80186e,India,False,
a0f355,United States,False,
80053e,India,False,
ab2731,United States,False,
a86925,United States,False,
ab2738,United States,False,
a24673,United States,False,
801883,India,False,
3c01c3,Germany,False,
c058c2,Canada,False,
e49e08,Brazil,False,
8960ae,United Arab Emirates,False,
c058ae,Canada,False,
ac4717,United States,False,
a2465f,United States,False,
ab272e,United States,False,
a2467a,United States,False,
ab2742,United States,False,
a1135d,United States,False,
a1136a,United States,False,
440096,Austria,False,
4068f7,United Kingdom,True,
440090,Austria,False,
c0208a,Canada,False,
c058cb,Canada,False,
a3fcd6,United States,False,
a48626,United States,False,
738061,Israel,False,
738065,Israel,False,
4bb475,Turkey,False,
a6bfbe,United States,False,
738063,Israel,False,
c07b05,Canada,False,
738068,Israel,False,
a2a963,United States,False,
ab274c,United States,False,
a8da73,United States,False,
73805c,Israel,False,
ab2760,United States,False,
73805a,Israel,True,
44009e,Austria,False,
ac340a,United States,False,
738072,Israel,False,
a22003,United States,False,
738074,Israel,False,
a2597f,United States,False,
73806a,Israel,False,
a66fdc,United States,False,
c058be,Canada,False,
702087,Bangladesh,False,
a4601b,United States,False,
440059,Austria,False,
3c4a13,Germany,True,
adb723,United States,False,
a54fa5,United States,False,
a23385,United States,False,
e4a5b1,Brazil,False,
a0f37e,United States,False,
440062,Austria,False,
a2dcfb,United States,False,
aa0701,United States,False,
484fff,Kingdom of the Netherlands,False,
44004f,Austria,False,
44003a,Austria,False,
3c4a0d,Germany,False,
3c4a0c,Germany,False,
a10084,United States,False,
4b0f0a,Switzerland,True,
3c4a21,Germany,False,
738054,Israel,False,
738053,Israel,False,
738052,Israel,False,
3c4a15,Germany,False,
3453d3,Spain,False,
440051,Austria,False,
738051,Israel,False,
c0204a,Canada,False,
738058,Israel,False,
440050,Austria,False,
738057,Israel,False,
738056,Israel,False,
738059,Israel,False,
aaf446,United States,False,
abbdbd,United States,False,
452023,Bulgaria,False,
44006d,Austria,False,
44006c,Austria,False,
a1bcfd,United States,False,
e49e33,Brazil,False,
a1bcfb,United States,False,
3453c1,Spain,False,
a3401a,United States,False,
440084,Austria,False,
ad675d,United States,True,
440083,Austria,False,
ad675e,United States,True,
a3c94c,United States,False,
800579,India,False,
ac3448,United States,False,
a62927,United States,False,
a9d7dd,United States,False,
484fde,Kingdom of the Netherlands,True,
adfda3,United States,False,
a3a302,United States,False,
ab5ade,United States,False,
a5094a,United States,False,
c02070,Canada,False,
e80047,Chile,False,
440073,Austria,False,
70209b,Bangladesh,False,
ad4105,United States,False,
a7cd8f,United States,False,
a9c4ba,United States,False,
a9fa0c,United States,False,
c04688,Canada,False,
a84343,United States,False,
440019,Austria,False,
440018,Austria,True,
ac7b4b,United States,False,
acde64,United States,False,
ae1e4c,United States,False,
a9c62b,United States,False,
a7101e,United States,False,
a1be03,United States,True,
a73690,United States,False,
ae1e66,United States,False,
a6f00d,United States,False,
ae1e61,United States,False,
a4604d,United States,False,
a005c1,United States,False,
accb22,United States,False,
a59398,United States,True,
a83006,United States,False,
440005,Austria,False,
a6036d,United States,False,
ac32cf,United States,False,
a258b7,United States,False,
abbe7b,United States,False,
acde4c,United States,False,
ae1e54,United States,False,
a72356,United States,False,
a8697f,United States,True,
adc8e7,United States,False,
a0e086,United States,False,
45a953,Denmark,False,
a10093,United States,False,
c03370,Canada,False,
ae1e6e,United States,False,
adfe71,United States,False,
440037,Austria,False,
440036,Austria,False,
a4b065,United States,True,
aa3ae9,United States,False,
ab5b8c,United States,True,
a04e24,United States,False,
abab83,United States,False,
e49cdc,Brazil,False,
aa3ae5,United States,False,
a8699c,United States,True,
a47364,United States,False,
440031,Austria,False,
ac32ed,United States,False,
440030,Austria,True,
e8cfd2,Peru,False,
44001f,Austria,False,
ae1e76,United States,False,
a138b8,United States,False,
ae1e70,United States,False,
8a061e,Indonesia,False,
8960f6,United Arab Emirates,False,
ada2cc,United States,False,
abab90,United States,False,
ac7b8a,United States,True,
ac7b8e,United States,False,
adfe94,United States,True,
adfe93,United States,False,
ae1e8b,United States,False,
8960ec,United Arab Emirates,False,
a245b7,United States,False,
a97626,United States,False,
a53cf6,United States,False,
a16e4a,United States,False,
a245d0,United States,False,
a91fd7,United States,False,
a15b2f,United States,False,
accb65,United States,False,
a2de17,United States,False,
a1be34,United States,False,
47c1f7,Norway,False,
4068b3,United Kingdom,False,
ae1e98,United States,False,
8960fa,United Arab Emirates,False,
a4c34c,United States,False,
c03330,Canada,False,
344195,Spain,False,
a86981,United States,False,
a258be,United States,True,
a61689,United States,False,
a15b05,United States,False,
ada2f5,United States,False,
a5d007,United States,False,
a97608,United States,False,
8960e7,United Arab Emirates,False,
a8a602,United States,False,
a9fa9e,United States,False,
adfe8f,United States,False,
a61697,United States,False,
a28e0a,United States,False,
ab2729,United States,True,
a005da,United States,False,
a1be10,United States,False,
aa0759,United States,False,
a03b40,United States,False,
ab271f,United States,False,
a8a606,United States,False,
a16e3b,United States,False,
8003b1,India,False,
5001d3,San Marino,False,
aa3b05,United States,False,
89611c,United Arab Emirates,False,
a2cb33,United States,False,
aa18e0,United States,False,
8003b3,India,False,
344295,Spain,False,
ac58b7,United States,False,
a39b39,United States,False,
a40b26,United States,False,
aae09f,United States,False,
8016df,India,True,
89611e,United Arab Emirates,False,
a28e99,United States,False,
3ea653,Germany,False,
a03b8d,United States,False,
a4d5c7,United States,False,
a2cb20,United States,False,
405638,United Kingdom,False,
a40b12,United States,False,
a40b10,United States,False,
a41e2c,United States,False,
4891b3,Poland,False,
4891b2,Poland,True,
c1ea5c,Canada,True,
45ca65,Denmark,False,
896110,United Arab Emirates,False,
34558e,Spain,False,
34558f,Spain,False,
a3a2c2,United States,False,
4891ad,Poland,False,
896114,United Arab Emirates,False,
4891ab,Poland,False,
a4e8ef,United States,False,
896111,United Arab Emirates,False,
4891b9,Poland,False,
4891b8,Poland,True,
a748dd,United States,False,
a7ce03,United States,False,
4784fd,Norway,False,
5001e3,San Marino,False,
8016d2,India,False,
c1ea6a,Canada,True,
a3a2bf,United States,False,
aa9093,United States,False,
896116,United Arab Emirates,False,
3d1047,Germany,False,
a28e4b,United States,False,
a615d0,United States,False,
a6ae22,United States,False,
a0f2c6,United States,False,
89610f,United Arab Emirates,False,
a16e7d,United States,False,
a15b4c,United States,False,
abbe24,United States,True,
a9768a,United States,False,
471d66,Hungary,False,
458d99,Denmark,False,
471d67,Hungary,False,
8003f2,India,False,
c1ea3e,Canada,True,
471d65,Hungary,False,
a41e94,United States,False,
ab5b2b,United States,False,
84715c,Japan,False,
a41e90,United States,False,
45dd84,Denmark,False,
ac7b1b,United States,False,
a27b96,United States,False,
ac8e53,United States,False,
ab5b3d,United States,False,
471d5e,Hungary,False,
471d5f,Hungary,False,
