icao24,origin_country,velocity,geo_altitude
471f02,Hungary,False,
471f05,Hungary,False,
a51a7b,United States,False,
a88d72,United States,False,
3d37a4,Germany,False,
0d120c,Mexico,False,
e07542,Argentina,False,
5003ec,San Marino,False,
a977bb,United States,False,
4400a1,Austria,False,
885283,Thailand,False,
a3560b,United States,False,
a977d4,United States,False,
a0934b,United States,False,
c07c58,Canada,False,
a64d9a,United States,False,
0d1233,Mexico,True,
3c17c8,Germany,True,
80174a,India,False,
80174d,India,False,
a4d97e,United States,False,
80174c,India,False,
3e8b41,Germany,False,
e49f32,Brazil,False,
a1038d,United States,False,
ac2412,United States,False,
407b54,United Kingdom,False,
407b55,United Kingdom,False,
4cc278,Iceland,False,
a2ccf1,United States,False,
801768,India,False,
a0d062,United States,False,
ac3751,United States,False,
801772,India,False,
c07e32,Canada,False,
c07e33,Canada,False,
8a01cd,Indonesia,False,
801776,India,False,
ad4405,United States,False,
a8592c,United States,False,
a57014,United States,False,
ab4ac3,United States,False,
a40cd9,United States,False,
a59685,United States,False,
a83312,United States,False,
a22358,United States,False,
a60675,United States,False,
a64ce6,United States,False,
abadd6,United States,True,
a1036b,United States,False,
a89fcf,United States,False,
801744,India,False,
801742,India,False,
a71337,United States,False,
a89fe0,United States,False,
ac2439,United States,False,
a71335,United States,False,
a41feb,United States,False,
a08065,United States,False,
ad9db8,United States,False,
801749,India,False,
a23699,United States,False,
8852e4,Thailand,False,
a76cc0,United States,False,
8852e2,Thailand,False,
80173e,India,False,
a96601,United States,False,
a33001,United States,True,
ac377b,United States,False,
a03e28,United States,False,
a2107b,United States,False,
ad8aac,United States,False,
a5f938,United States,False,
407b8e,United Kingdom,False,
a85905,United States,False,
3c4b28,Germany,False,
ab4af1,United States,False,
50038c,San Marino,False,
ab0485,United States,False,
a9a1f0,United States,False,
3430cc,Spain,False,
ad5767,United States,False,
a3a647,United States,False,
e49f89,Brazil,False,
0d10ec,Mexico,False,
e4a6c6,Brazil,False,
a1f070,United States,False,
accdd3,United States,False,
3c4b2c,Germany,False,
ad3113,United States,False,
c07e0d,Canada,False,
a34380,United States,False,
ad444d,United States,False,
3c4b49,Germany,True,
a65fbd,United States,False,
a0808f,United States,False,
0d10fe,Mexico,False,
801783,India,False,
801788,India,False,
407b70,United Kingdom,False,
778823,Syrian Arab Republic,False,
a9b4de,United States,False,
80044c,India,False,
e48c30,Brazil,False,
a008c5,United States,False,
801793,India,False,
4cc27c,Iceland,False,
e4a6a2,Brazil,False,
a3ecce,United States,False,
a3a65f,United States,False,
a8ca72,United States,False,
3c4b4e,Germany,False,
ac247a,United States,True,
3c4b4c,Germany,False,
a39e0e,United States,False,
3443d4,Spain,False,
3443d1,Spain,False,
3443d3,Spain,False,
a5707c,United States,True,
506fc3,Slovenia,False,
3c171b,Germany,False,
a235a5,United States,False,
a45091,United States,False,
a2ce01,United States,False,
a368b2,United States,False,
a14b32,United States,False,
a2ce05,United States,False,
a235b7,United States,False,
a8334a,United States,False,
c01074,Canada,True,
ab1704,United States,False,
4aca04,Sweden,True,
4aca06,Sweden,False,
a128d1,United States,False,
0d10bc,Mexico,False,
4aca09,Sweden,False,
e4a75f,Brazil,False,
a45076,United States,False,
a9b642,United States,False,
c01066,Canada,False,
acce9c,United States,False,
4aca12,Sweden,False,
4aca14,Sweden,False,
e0b198,Argentina,False,
a3b8e1,United States,False,
a008fe,United States,False,
addb4a,United States,False,
e48ad5,Brazil,True,
3ffb75,Germany,False,
4aca0b,Sweden,False,
a1ae05,United States,False,
a9a321,United States,False,
4bb4f2,Turkey,False,
a7000a,United States,False,
4bb4f0,Turkey,False,
4aca64,Sweden,False,
a39e61,United States,False,
407b12,United Kingdom,False,
407b17,United Kingdom,False,
4b9a4b,Turkey,False,
a222b2,United States,True,
a2bb10,United States,False,
4aca75,Sweden,True,
4aca74,Sweden,False,
a355c8,United States,False,
7c1ca2,Australia,False,
4aca76,Sweden,False,
4aca79,Sweden,False,
4aca78,Sweden,False,
4bb4ee,Turkey,False,
407b02,United Kingdom,False,
a02b91,United States,False,
4aca6b,Sweden,True,
76b868,Singapore,False,
4aca6d,Sweden,True,
8016b8,India,False,
4aca6f,Sweden,False,
a6f31d,United States,False,
4aca6e,Sweden,False,
8016b9,India,False,
a8dcba,United States,False,
aaf724,United States,False,
4bb4d0,Turkey,False,
471fa9,Hungary,False,
a15e70,United States,False,
a355b1,United States,False,
4aca46,Sweden,False,
440352,Austria,False,
471fa4,Hungary,False,
471fa1,Hungary,False,
3ffb0a,Germany,False,
ab5dab,United States,False,
471fa5,Hungary,False,
471fa0,Hungary,False,
471fac,Hungary,False,
471fad,Hungary,False,
a7134b,United States,False,
aa2abc,United States,True,
4aca53,Sweden,False,
500338,San Marino,False,
ab0425,United States,False,
a1ae46,United States,False,
505ce6,Slovakia,False,
ac3731,United States,False,
505ce4,Slovakia,False,
a368ce,United States,False,
c02358,Canada,False,
a15e6c,United States,False,
8015c0,India,False,
ad68ba,United States,False,
ab15ba,United States,False,
ac35b6,United States,False,
0180ba,Libyan Arab Jamahiriya,False,
ac7e1c,United States,False,
a2ce7f,United States,False,
8015bc,India,False,
8015c7,India,False,
3e4458,Germany,False,
a51b58,United States,False,
47b1dc,Norway,False,
ac48f2,United States,False,
acce00,United States,False,
505e93,Slovakia,False,
8015cb,India,False,
ab4b34,United States,False,
8a0375,Indonesia,False,
a7be09,United States,False,
aa2b21,United States,False,
c04983,Canada,False,
a1ae7c,United States,False,
ac7e59,United States,False,
ac22a8,United States,False,
ad9e43,United States,False,
a355f4,United States,False,
a1ae99,United States,False,
8015a7,India,False,
8015a6,India,False,
a858f6,United States,True,
ae509e,United States,False,
781a60,China,False,
ac7e5b,United States,False,
ad68e9,United States,False,
ad68fa,United States,False,
885312,Thailand,False,
abae62,United States,False,
885306,Thailand,False,
a738ad,United States,False,
885308,Thailand,False,
885303,Thailand,False,
885301,Thailand,False,
ad8b20,United States,False,
c04911,Canada,False,
8015e3,India,False,
3c4ad7,Germany,False,
8015e2,India,False,
8015e7,India,False,
a9536f,United States,False,
0180a8,Libyan Arab Jamahiriya,False,
a2bb89,United States,False,
acbb42,United States,False,
a52e50,United States,False,
3c4acd,Germany,False,
8015de,India,False,
0180a4,Libyan Arab Jamahiriya,False,
ad9e7a,United States,False,
0180a6,Libyan Arab Jamahiriya,False,
e4a71d,Brazil,False,
7c71d7,Australia,False,
a3a5db,United States,False,
aa8081,United States,False,
3d2459,Germany,False,
3c4ada,Germany,False,
aa08a2,United States,False,
88530b,Thailand,False,
88530e,Thailand,False,
a38b84,United States,False,
8015ef,India,False,
a64e40,United States,False,
885313,Thailand,False,
885315,Thailand,False,
e48b64,Brazil,False,
4bc854,Turkey,False,
4bc852,Turkey,False,
4bc853,Turkey,True,
a8de7d,United States,True,
a1adab,United States,False,
a0e40a,United States,False,
4b0ef1,Switzerland,False,
a99b5f,United States,False,
4401e9,Austria,True,
4bc84c,Turkey,False,
4bc84a,Turkey,False,
4bc84b,Turkey,False,
4401d1,Austria,False,
a0e431,United States,False,
abf049,United States,False,
a23754,United States,False,
0d1130,Mexico,False,
a35727,United States,False,
a99b83,United States,False,
4401d9,Austria,False,
0d1139,Mexico,False,
4401d8,Austria,False,
a4c703,United States,False,
a88e8a,United States,False,
ada64d,United States,False,
0d112a,Mexico,False,
ada699,United States,False,
c06a7a,Canada,False,
c06a7b,Canada,False,
aae39f,United States,False,
ad436a,United States,False,
0d1146,Mexico,False,
ad4395,United States,False,
ada683,United States,False,
4bc847,Turkey,False,
4bc848,Turkey,False,
c06a6e,Canada,False,
4bc846,Turkey,False,
4bc844,Turkey,False,
a9a2b4,United States,False,
4401de,Austria,False,
4bc841,Turkey,False,
4401dc,Austria,False,
4bc850,Turkey,False,
4401ea,Austria,False,
e4a5c1,Brazil,False,
e4a5c6,Brazil,False,
4b0eeb,Switzerland,False,
4521bf,Bulgaria,False,
ad4389,United States,False,
4401f7,Austria,False,
c06a80,Canada,True,
4bc88d,Turkey,False,
aa2b79,United States,False,
a1f116,United States,False,
a582f9,United States,False,
a5d2d4,United States,False,
4bc899,Turkey,False,
4787b3,Norway,False,
4bc896,Turkey,False,
c06a39,Canada,False,
a63b67,United States,False,
4bb573,Turkey,False,
8518ae,Japan,False,
3946e5,France,False,
a40dbb,United States,False,
801729,India,False,
e48b9b,Brazil,False,
a6f2b7,United States,False,
abf082,United States,False,
ad3098,United States,False,
ac7e15,United States,False,
a21102,United States,False,
841b28,Japan,False,
4bc884,Turkey,False,
4bc881,Turkey,False,
ac48ac,United States,False,
8518f2,Japan,False,
a3572c,United States,False,
505e72,Slovakia,False,
aaf5a9,United States,False,
4787a0,Norway,False,
4bc885,Turkey,False,
702034,Bangladesh,False,
4bc886,Turkey,False,
4bc894,Turkey,False,
4bc895,Turkey,False,
4bb564,Turkey,False,
ab15c1,United States,False,
4bc892,Turkey,False,
4bc893,Turkey,False,
4bc890,Turkey,False,
a845f4,United States,True,
ac7e0f,United States,False,
ab15c2,United States,False,
73806e,Israel,False,
452087,Bulgaria,False,
73806d,Israel,False,
73806c,Israel,False,
452086,Bulgaria,False,
73806b,Israel,False,
80186e,India,False,
80053e,India,False,
a0f355,United States,False,
a86925,United States,False,
c058b4,Canada,False,
c058ae,Canada,False,
a4995f,United States,False,
ac4717,United States,False,
a2467a,United States,False,
44007c,Austria,False,
a1135f,United States,False,
48d002,Poland,False,
4068f5,United Kingdom,False,
a1cffd,United States,False,
440090,Austria,False,
a36659,United States,False,
a8b915,United States,False,
e072d4,Argentina,False,
c058cb,Canada,False,
a37970,United States,False,
80184b,India,False,
801859,India,False,
738061,Israel,False,
738060,Israel,False,
a24654,United States,False,
a3795a,United States,False,
738064,Israel,False,
738063,Israel,False,
738069,Israel,False,
4bb470,Turkey,False,
a8da73,United States,False,
c058cd,Canada,False,
73805c,Israel,True,
ab2760,United States,False,
44009e,Austria,False,
80052d,India,False,
a22003,United States,False,
c058c3,Canada,False,
738073,Israel,False,
800543,India,False,
a6030e,United States,False,
a2597f,United States,False,
73806a,Israel,False,
c058be,Canada,True,
702087,Bangladesh,True,
ad5418,United States,False,
8733bc,Japan,False,
3c4a10,Germany,False,
3c4a06,Germany,False,
3c4a04,Germany,False,
440062,Austria,False,
a54fa7,United States,False,
aa0701,United States,False,
484fff,Kingdom of the Netherlands,False,
452037,Bulgaria,True,
aaf437,United States,False,
478684,Norway,False,
50026b,San Marino,False,
3c4a0d,Germany,False,
a3c940,United States,False,
738050,Israel,False,
440047,Austria,False,
3c4a21,Germany,False,
738054,Israel,False,
738053,Israel,False,
440053,Austria,False,
738052,Israel,False,
738051,Israel,False,
440051,Austria,False,
738056,Israel,False,
738055,Israel,False,
aaf446,United States,False,
452023,Bulgaria,False,
44006e,Austria,False,
ac210e,United States,False,
4b0f50,Switzerland,False,
8a04f4,Indonesia,False,
e48b00,Brazil,False,
e48b01,Brazil,False,
a49997,United States,False,
3ae7ff,France,True,
e48b06,Brazil,False,
ad675b,United States,False,
484fdf,Kingdom of the Netherlands,False,
a3401a,United States,False,
440083,Austria,False,
a3c94c,United States,False,
ac3448,United States,False,
a74923,United States,False,
a2467f,United States,False,
a2a98e,United States,False,
ab5ade,United States,False,
a76a8c,United States,False,
a5094a,United States,False,
e80045,Chile,False,
ab013c,United States,False,
440073,Austria,False,
e80047,Chile,False,
800589,India,False,
440072,Austria,True,
ad674f,United States,False,
ac7aba,United States,False,
ad4105,United States,False,
e80049,Chile,False,
c0206a,Canada,False,
a84343,United States,False,
440019,Austria,False,
440018,Austria,True,
ac7b4b,United States,False,
ad65f1,United States,False,
ac8e7c,United States,False,
adfe49,United States,False,
a73690,United States,False,
c0467c,Canada,False,
a6f00d,United States,False,
8a064c,Indonesia,False,
8a064d,Indonesia,False,
accb22,United States,False,
440002,Austria,False,
a8431a,United States,False,
a258b7,United States,False,
a8697f,United States,False,
8a063c,Indonesia,False,
a22079,United States,False,
a4b065,United States,False,
46c942,Greece,False,
4b0f84,Switzerland,False,
ac32f2,United States,False,
ab5b8c,United States,False,
aa3ae2,United States,False,
a47364,United States,False,
440031,Austria,True,
440030,Austria,False,
44001f,Austria,False,
ae1e76,United States,False,
a35388,United States,False,
44001b,Austria,False,
a6f01c,United States,False,
abab90,United States,False,
a4d65c,United States,False,
8960f9,United Arab Emirates,False,
a84309,United States,False,
8a060e,Indonesia,False,
a245b7,United States,False,
a53cf6,United States,False,
8840ee,Thailand,False,
accb65,United States,False,
3c4a8b,Germany,False,
4068b3,United Kingdom,False,
a97639,United States,False,
344195,Spain,True,
c03330,Canada,False,
8a0603,Indonesia,False,
e4a67d,Brazil,False,
c0332c,Canada,False,
e4a690,Brazil,True,
a8430d,United States,True,
50021e,San Marino,False,
a7dfe0,United States,False,
a8a602,United States,False,
aa4dd2,United States,False,
500214,San Marino,False,
ab2728,United States,False,
a74992,United States,True,
a1be10,United States,False,
a73665,United States,False,
5001d3,San Marino,False,
5001d4,San Marino,False,
a4d5b9,United States,False,
ab38bd,United States,False,
8016da,India,False,
781b58,China,False,
8016de,India,False,
a2cb32,United States,True,
8003c1,India,False,
a03b8e,United States,False,
405636,United Kingdom,False,
405638,United Kingdom,False,
a9a067,United States,False,
a2de46,United States,False,
405631,United Kingdom,False,
a2cb12,United States,False,
4891b3,Poland,False,
a89e0e,United States,False,
abbe16,United States,False,
aa908e,United States,False,
a4e8ef,United States,False,
896112,United Arab Emirates,False,
4891b8,Poland,False,
a65e40,United States,False,
a03b78,United States,False,
a7ce03,United States,False,
8016d2,India,False,
c1ea6a,Canada,True,
8016d6,India,False,
8016d3,India,False,
8016d4,India,False,
896118,United Arab Emirates,False,
a365b7,United States,True,
ac8e2a,United States,False,
781b80,China,False,
a03b6d,United States,False,
a95075,United States,False,
ac8e1d,United States,False,
a365ae,United States,False,
a89e08,United States,False,
a16e7d,United States,False,
a6f04c,United States,True,
471d62,Hungary,False,
e49caa,Brazil,False,
471d60,Hungary,False,
471d61,Hungary,False,
a8303f,United States,False,
ac45ac,United States,True,
ab5b2b,United States,False,
a5d068,United States,False,
a9b34b,United States,False,
4784dd,Norway,False,
a41e90,United States,False,
ac45d5,United States,False,
393158,France,False,
ac7b1b,United States,True,
a2de7e,United States,False,
471d5a,Hungary,False,
3e6946,Germany,False,
c1ea55,Canada,True,
a03b9f,United States,False,
abbe4a,United States,False,
ad52a3,United States,False,
a472ab,United States,False,
458d6b,Denmark,False,
a9b328,United States,False,
3ffa8a,Germany,False,
403003,United Kingdom,False,
ab5b66,United States,False,
a1be90,United States,True,
3ffa8b,Germany,False,
ac45ea,United States,False,
40697c,United Kingdom,False,
3d7cc7,Germany,False,
a8304f,United States,False,
344216,Spain,False,
345543,Spain,False,
a12731,United States,False,
a12732,United States,False,
406900,United Kingdom,False,
a12735,United States,False,
abbce5,United States,False,
a9c5c5,United States,False,
841c60,Japan,True,
4b0dd5,Switzerland,False,
aca991,United States,False,
a77e8f,United States,True,
c044f3,Canada,False,
471d38,Hungary,False,
a2cb9e,United States,False,
a24720,United States,True,
801806,India,False,
a7bb31,United States,False,
801810,India,False,
e4a4c7,Brazil,False,
801811,India,False,
a1272d,United States,False,
a1272f,United States,False,
89617c,United Arab Emirates,False,
a12710,United States,False,
a12712,United States,False,
ae6009,United States,False,
ada336,United States,False,
896197,United Arab Emirates,False,
896196,United Arab Emirates,False,
a04da2,United States,False,
ac2038,United States,False,
a988ec,United States,False,
738100,Israel,False,
738103,Israel,True,
4a3121,Romania,False,
4a3122,Romania,False,
89618f,United Arab Emirates,False,
89618e,United Arab Emirates,True,
4a3123,Romania,True,
a8a5bf,United States,False,
89618a,United Arab Emirates,False,
a7bb53,United States,False,
3c15c1,Germany,False,
aaf37c,United States,False,
a04db8,United States,False,
a1270f,United States,False,
aa4e80,United States,False,
a6ae3f,United States,False,
80182a,India,True,
a12778,United States,False,
801835,India,False,
a602ab,United States,False,
a24753,United States,False,
a5e2a1,United States,False,
801839,India,False,
781b13,China,False,
896173,United Arab Emirates,False,
a4c2ad,United States,False,
a04dfa,United States,False,
adb680,United States,False,
ac205f,United States,False,
3d238b,Germany,False,
80183b,India,False,
80183a,India,False,
a48713,United States,True,
801848,India,False,
a748f8,United States,False,
a1277a,United States,False,
adb65b,United States,True,
505d2d,Slovakia,False,
ab38a1,United States,False,
800521,India,False,
ad5398,United States,False,
c044bc,Canada,False,
a12753,United States,False,
a48708,United States,False,
a12758,United States,False,
40690a,United Kingdom,False,
40690d,United Kingdom,False,
a64b4f,United States,False,
a842a3,United States,False,
a3eb7a,United States,False,
a722b1,United States,False,
ad4076,United States,False,
505d55,Slovakia,False,
896169,United Arab Emirates,False,
801832,India,False,
a00789,United States,False,
c059ca,Canada,False,
a1279f,United States,False,
ab151d,United States,False,
ad6814,United States,False,
ab5bb1,United States,False,
a39ab4,United States,False,
39dd42,France,False,
39dd45,France,False,
39dd44,France,False,
a77dae,United States,False,
ab5bb8,United States,False,
a60430,United States,True,
a12798,United States,False,
ae1ea3,United States,False,
a6adb1,United States,False,
a3b77c,United States,False,
a1aaae,United States,True,
a39aa3,United States,False,
a39aa5,United States,False,
a2477a,United States,False,
47b121,Norway,False,
a47408,United States,False,
aae212,United States,False,
506dff,Slovenia,True,
a3b796,United States,False,
a2ddac,United States,False,
ac7ba7,United States,False,
aaf53a,United States,False,
a48730,United States,False,
a28dda,United States,False,
452164,Bulgaria,False,
440179,Austria,True,
45214b,Bulgaria,False,
47877c,Norway,False,
a019ba,United States,False,
a0e197,United States,False,
44015a,Austria,False,
a9b2e9,United States,False,
47878c,Norway,False,
440172,Austria,False,
440171,Austria,False,
ac3558,United States,False,
ae1eac,United States,False,
a9fb4e,United States,False,
ab5bf0,United States,False,
478772,Norway,False,
ad6884,United States,False,
adfed7,United States,False,
ad9bc8,United States,False,
ae6208,United States,False,
a39ada,United States,False,
47875c,Norway,False,
a22155,United States,False,
45caae,Denmark,False,
a5f70c,United States,False,
adfed1,United States,False,
500194,San Marino,False,
8a03c9,Indonesia,False,
ada51e,United States,False,
8a03c4,Indonesia,False,
ada521,United States,False,
a04f04,United States,False,
a53dac,United States,False,
adfec9,United States,False,
a8db4d,United States,False,
ad553a,United States,False,
440191,Austria,False,
ae1ece,United States,False,
48940d,Poland,False,
adfec0,United States,False,
452169,Bulgaria,False,
44017f,Austria,False,
a2347f,United States,False,
471dbf,Hungary,False,
ab13ff,United States,False,
45caa6,Denmark,False,
45caa8,Denmark,False,
47873f,Norway,False,
e4a549,Brazil,False,
a8dab4,United States,False,
440135,Austria,False,
471dbb,Hungary,False,
440132,Austria,True,
300a7c,Italy,False,
478747,Norway,False,
471dc0,Hungary,False,
452113,Bulgaria,False,
abac67,United States,False,
